feature,gain
P_now,103541.6623428464
WS_100W_mean,30687.58753363788
WS_100_mean,6374.717181846499
WS_69W_mean,6001.676873862743
WS_38W_mean,3441.763769119978
WS_100E_mean,3377.742470368743
hour_sin,1676.5914321392775
hour_cos,1193.606359243393
WD_97_sin,779.2516373693943
doy_cos,658.0605633854866
doy_sin,508.71871872246265
WD_97_cos,487.55342631042004
RH_95_mean,482.7767143845558
AT_95_mean,447.37998120486736
WS_100E_gust_factor,414.24317693710327
ws_rmax_60,395.2396563142538
ws_rmax_180,367.52078679203987
WS_100E_std,363.0684794187546
ws_rmin_360,359.1539412140846
BP_93_mean,335.39427947998047
air_density,328.7481615245342
ws_rmax_360,286.2511532455683
ws_rmin_60,270.9345932751894
ws_rmin_180,256.0601411163807
ws_lag10,228.68237468600273
ws_slope_360,222.97615709900856
ws_rmean_360,215.52231737971306
shear_alpha,149.2693730443716
WD_97_sigma,130.85972326993942
ws_rstd_360,115.26415480673313
ws_rstd_180,111.06641393899918
ws_rmean_180,97.12755320966244
ws_rstd_60,93.5151744633913
ws_rmean_60,86.76214957237244
ws_slope_60,50.96970394253731
ws_diff_180,50.86635422706604
ws_diff_60,50.80135387182236
ws_slope_180,49.94999408721924
ws_lag180,39.5862612426281
ws_lag20,39.48740869760513
ws_lag30,37.190491408109665
WS_100E_ti,37.174786522984505
ws_lag120,29.298593059182167
ws_lag60,20.43302285671234
