feature,gain
P_now,127755.22791934013
WS_100W_mean,26106.967737823725
WS_100_mean,9042.009751908481
WS_69W_mean,7217.840781852603
WS_100E_mean,2861.186042636633
WS_38W_mean,423.6264420300722
WS_100E_gust_factor,343.9914316236973
hour_cos,325.14595644921064
hour_sin,292.43863728642464
WD_97_cos,290.0829925686121
ws_rmin_60,250.35096889734268
ws_rmean_60,210.42818440496922
WD_97_sin,201.41159096360207
WS_100E_std,152.0681825056672
doy_cos,140.19241624325514
AT_95_mean,115.13144545257092
ws_lag10,108.28333305567503
RH_95_mean,102.26197559386492
doy_sin,89.93213508278131
ws_rmax_60,87.01128397881985
ws_rmin_180,85.43309800326824
BP_93_mean,78.03097085654736
ws_rmin_360,76.08155626058578
ws_rmean_360,74.26634518802166
WD_97_sigma,74.22728702425957
ws_rmax_180,72.714728936553
air_density,72.08102008700371
ws_rstd_60,70.4808065071702
ws_lag20,67.28397794812918
ws_slope_360,65.14388491213322
ws_rmax_360,60.201584324240685
shear_alpha,53.665811650455
ws_rmean_180,50.11251103878021
ws_rstd_180,43.465640760958195
ws_rstd_360,38.295446418225765
ws_slope_60,34.013018026947975
ws_lag30,33.35325336456299
ws_diff_60,31.893079057335854
WS_100E_ti,31.122900024056435
ws_lag120,29.22657397389412
ws_lag60,22.782061025500298
ws_slope_180,22.348855048418045
ws_lag180,19.759589061141014
ws_diff_180,15.344797104597092
