Feature,Gain_Pct
WS_38W_mean,97.84787965918859
WD_35_cos,0.9223479122313382
WS_38W_ti,0.42525659233847307
WD_35_sin,0.20572773256734983
BP_93_mean,0.11440706350277628
doy_sin,0.10446482505567635
RH_95_mean,0.09336628161568485
AT_95_mean,0.08477376414064289
hour_cos,0.07687159505279781
hour_sin,0.055274134985251855
doy_cos,0.042869483787969904
air_density,0.026760955533447414
