feature,gain
WS_69W_mean,10286711.945662498
WS_100_mean,7910582.00944519
WS_100W_mean,6548215.724990845
WS_100E_mean,5551743.569067001
P_now,1574894.153629303
WS_38W_mean,626794.3979568481
WD_97_cos,41999.93194961548
ws_lag10,41438.287053108215
WS_100E_gust_factor,37807.231028556824
WS_100E_std,37294.80611896515
ws_rmax_60,36347.48306941986
hour_sin,32601.368933677673
hour_cos,31923.676728248596
WD_97_sin,28772.146439552307
ws_rmean_60,17835.504168510437
ws_slope_360,17427.87530040741
ws_rmin_60,16825.414637565613
ws_rmax_180,14107.086533546448
doy_sin,12900.185009002686
air_density,11737.20660495758
doy_cos,11268.560148239136
shear_alpha,11058.4142370224
AT_95_mean,10676.344524383545
WD_97_sigma,10676.14421749115
RH_95_mean,9285.71497631073
ws_rmin_360,8184.184794425964
ws_rstd_60,8174.799214363098
ws_slope_60,7062.731289863586
BP_93_mean,6942.591395378113
ws_lag20,6363.173840522766
ws_slope_180,6297.307934761047
ws_diff_180,6063.253193855286
ws_rmin_180,6013.370865821838
ws_diff_60,5601.896418571472
ws_rmax_360,5551.812502861023
ws_rstd_180,5532.394054412842
ws_rmean_360,5160.212677001953
WS_100E_ti,4446.237298965454
ws_rstd_360,4015.6834077835083
ws_lag30,2996.789143562317
ws_rmean_180,2955.2455835342407
ws_lag120,2139.982702255249
ws_lag180,1959.4494104385376
ws_lag60,1463.5399961471558
