feature,gain
P_now,127647.9848638475
WS_100W_mean,26104.217241466045
WS_100_mean,9054.26745346561
WS_69W_mean,7344.266788832843
WS_100E_mean,2865.076626725495
WS_38W_mean,432.77571553736925
hour_cos,355.92799489200115
WS_100E_gust_factor,354.70191906765103
hour_sin,327.40115389227867
WD_97_cos,315.79436153918505
ws_rmin_60,268.1309193149209
ws_rmean_60,220.4587312489748
WD_97_sin,207.01717210188508
doy_cos,173.67021307349205
WS_100E_std,167.10554295033216
AT_95_mean,152.51974564790726
RH_95_mean,127.39276758953929
doy_sin,126.09192911535501
ws_lag10,124.61286111176014
BP_93_mean,104.86045471578836
ws_rmin_180,104.11749661713839
ws_rmax_60,103.04305639117956
ws_rmax_180,94.09958594292402
air_density,91.52186994999647
ws_rmean_360,91.40369682013988
ws_rmin_360,84.5834955200553
WD_97_sigma,84.09466063976288
ws_slope_360,83.93171452730894
ws_rstd_60,82.55234254524112
ws_rmax_360,77.6720293611288
ws_lag20,74.95065668970346
ws_rstd_180,65.91443639993668
shear_alpha,65.63599674031138
ws_rmean_180,61.80796083062887
ws_rstd_360,48.22774604707956
ws_diff_60,45.241446912288666
ws_slope_60,43.145460557192564
ws_slope_180,42.021937146782875
ws_lag30,41.620400443673134
WS_100E_ti,39.40076643228531
ws_lag120,39.22894424200058
ws_lag60,30.308409988880157
ws_lag180,28.508906804025173
ws_diff_180,26.303838960826397
