feature,gain
P_now,103519.79401369393
WS_100W_mean,30675.024836614728
WS_100_mean,6365.762827843428
WS_69W_mean,5994.785433858633
WS_38W_mean,3403.0565390586853
WS_100E_mean,3380.7641743421555
hour_sin,1644.4670188426971
hour_cos,1186.9641242921352
WD_97_sin,781.2222123891115
doy_cos,656.0003068447113
doy_sin,520.336558163166
WD_97_cos,471.26808100938797
RH_95_mean,462.1814891695976
AT_95_mean,439.19136038422585
ws_rmax_60,428.8115094304085
WS_100E_gust_factor,401.0622988939285
ws_rmax_180,364.4799181520939
WS_100E_std,358.29494938254356
ws_rmin_360,314.31150591373444
BP_93_mean,306.15588419139385
air_density,284.21302403509617
ws_rmax_360,272.2968245744705
ws_rmin_60,271.9965951144695
ws_rmin_180,267.43714229762554
ws_lag10,237.68194556236267
ws_slope_360,207.1386625021696
ws_rmean_360,205.18726736307144
shear_alpha,140.3933788537979
WD_97_sigma,136.41453950107098
ws_rstd_360,113.6589617729187
ws_rmean_180,108.6104103922844
ws_rstd_180,98.23905524611473
ws_rstd_60,95.47662392258644
ws_rmean_60,85.43160161376
ws_slope_60,57.0664849281311
ws_diff_180,49.529275834560394
ws_diff_60,48.17766425013542
ws_lag180,41.322081327438354
ws_slope_180,39.86304122209549
ws_lag20,36.43614619970322
ws_lag30,35.16891783475876
WS_100E_ti,34.62951472401619
ws_lag60,31.076745241880417
ws_lag120,24.189631074666977
